run_id,status,error,started_at_utc,ended_at_utc,pilot_mode,condition_name,pressure_mode,requested_fraction_of_ram,actual_fraction_of_ram,requested_size_bytes,actual_size_bytes,trial_id,num_requests,successful_requests,error_requests,stabilization_seconds,wall_time_s,inference_batch_time_s,pressure_worker_pid,size_capped,host_name,platform_system,platform_release,python_version,model_name,prompt_id,page_fault_support,system_memory_total_bytes_before,system_memory_total_bytes_after,system_memory_total_bytes_delta,system_memory_available_bytes_before,system_memory_available_bytes_after,system_memory_available_bytes_delta,system_memory_used_bytes_before,system_memory_used_bytes_after,system_memory_used_bytes_delta,system_swap_used_bytes_before,system_swap_used_bytes_after,system_swap_used_bytes_delta,system_disk_read_bytes_before,system_disk_read_bytes_after,system_disk_read_bytes_delta,system_disk_write_bytes_before,system_disk_write_bytes_after,system_disk_write_bytes_delta,system_disk_read_count_before,system_disk_read_count_after,system_disk_read_count_delta,system_disk_write_count_before,system_disk_write_count_after,system_disk_write_count_delta,managed_process_count_before,managed_process_count_during,managed_process_count_delta,managed_rss_bytes_before,managed_rss_bytes_during,managed_rss_bytes_delta,managed_vms_bytes_before,managed_vms_bytes_during,managed_vms_bytes_delta,managed_cpu_user_seconds_before,managed_cpu_user_seconds_during,managed_cpu_user_seconds_delta,managed_cpu_system_seconds_before,managed_cpu_system_seconds_during,managed_cpu_system_seconds_delta,managed_io_read_bytes_before,managed_io_read_bytes_during,managed_io_read_bytes_delta,managed_io_write_bytes_before,managed_io_write_bytes_during,managed_io_write_bytes_delta,managed_minor_faults_before,managed_minor_faults_during,managed_minor_faults_delta,managed_major_faults_before,managed_major_faults_during,managed_major_faults_delta,managed_page_faults_total_before,managed_page_faults_total_during,managed_page_faults_total_delta
pilot=1|mode=none|requested=0.0000|actual_bytes=0|trial=1,completed,,2026-04-05T21:10:15.381878+00:00,2026-04-05T21:10:21.034404+00:00,True,none_baseline,none,0.0,0.0,0,0,1,5,5,0,0.0,5.653304499981459,5.087101000011899,,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71296118784.0,71344996352.0,48877568.0,31448104960.0,31399227392.0,-48877568.0,0.0,0.0,0.0,41962178560.0,42774370816.0,812192256.0,76101902336.0,76106559488.0,4657152.0,812636.0,819436.0,6800.0,3747801.0,3747836.0,35.0,1.0,1.0,0.0,121675776.0,125964288.0,4288512.0,865603584.0,866107392.0,503808.0,0.484375,0.515625,0.03125,2.921875,3.03125,0.109375,24263477.0,24603937.0,340460.0,5137209338.0,5137211028.0,1690.0,,,,,,,66838.0,66846.0,8.0
pilot=1|mode=file_seq|requested=0.0100|actual_bytes=1027440640|trial=1,failed,[WinError 5] 拒绝访问。,2026-04-05T21:10:21.035953+00:00,2026-04-05T21:10:21.058278+00:00,True,file_seq__req_0.01x__actual_0.01x,file_seq,0.01,0.009999984452264646,1027440640,1027440640,1,5,0,0,2.0,0.023132900008931756,0.0,,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71344787456.0,71341301760.0,-3485696.0,31399436288.0,31402921984.0,3485696.0,0.0,0.0,0.0,42774370816.0,42774617600.0,246784.0,76106559488.0,76106559488.0,0.0,819436.0,819448.0,12.0,3747836.0,3747836.0,0.0,1.0,1.0,0.0,125972480.0,125972480.0,0.0,866107392.0,866107392.0,0.0,0.515625,0.515625,0.0,3.03125,3.03125,0.0,24603937.0,24603937.0,0.0,5137214489.0,5137214489.0,0.0,,,,,,,66847.0,66847.0,0.0
pilot=1|mode=file_seq|requested=0.0200|actual_bytes=2054881280|trial=1,failed,[WinError 5] 拒绝访问。,2026-04-05T21:10:21.059279+00:00,2026-04-05T21:10:21.060279+00:00,True,file_seq__req_0.02x__actual_0.02x,file_seq,0.02,0.01999996890452929,2054881280,2054881280,1,5,0,0,2.0,0.0014375000027939677,0.0,,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71340843008.0,71340838912.0,-4096.0,31403380736.0,31403384832.0,4096.0,0.0,0.0,0.0,42774617600.0,42774617600.0,0.0,76106559488.0,76106559488.0,0.0,819448.0,819448.0,0.0,3747836.0,3747836.0,0.0,1.0,1.0,0.0,126435328.0,126435328.0,0.0,867168256.0,867168256.0,0.0,0.515625,0.515625,0.0,3.03125,3.03125,0.0,24799710.0,24799710.0,0.0,5137218178.0,5137218178.0,0.0,,,,,,,66964.0,66964.0,0.0
pilot=1|mode=file_seq|requested=0.0500|actual_bytes=5137207296|trial=1,failed,[WinError 5] 拒绝访问。,2026-04-05T21:10:21.062280+00:00,2026-04-05T21:10:21.062280+00:00,True,file_seq__req_0.05x__actual_0.05x,file_seq,0.05,0.049999962127311316,5137207296,5137207296,1,5,0,0,2.0,0.0011027000145986676,0.0,,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71340077056.0,71339945984.0,-131072.0,31404146688.0,31404277760.0,131072.0,0.0,0.0,0.0,42774617600.0,42774617600.0,0.0,76106559488.0,76106559488.0,0.0,819448.0,819448.0,0.0,3747836.0,3747836.0,0.0,1.0,1.0,0.0,126455808.0,126455808.0,0.0,867168256.0,867168256.0,0.0,0.515625,0.515625,0.0,3.03125,3.03125,0.0,24799710.0,24799710.0,0.0,5137221851.0,5137221851.0,0.0,,,,,,,66967.0,66967.0,0.0
pilot=1|mode=mmap_random|requested=0.0100|actual_bytes=1027440640|trial=1,failed,[WinError 5] 拒绝访问。,2026-04-05T21:10:21.063279+00:00,2026-04-05T21:10:21.064280+00:00,True,mmap_random__req_0.01x__actual_0.01x,mmap_random,0.01,0.009999984452264646,1027440640,1027440640,1,5,0,0,2.0,0.0010145999840460718,0.0,,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71339945984.0,71339945984.0,0.0,31404277760.0,31404277760.0,0.0,0.0,0.0,0.0,42774617600.0,42774617600.0,0.0,76106559488.0,76106559488.0,0.0,819448.0,819448.0,0.0,3747836.0,3747836.0,0.0,1.0,1.0,0.0,126459904.0,126459904.0,0.0,867168256.0,867168256.0,0.0,0.53125,0.53125,0.0,3.03125,3.03125,0.0,24799710.0,24799710.0,0.0,5137225543.0,5137225543.0,0.0,,,,,,,66969.0,66969.0,0.0
pilot=1|mode=mmap_random|requested=0.0200|actual_bytes=2054881280|trial=1,failed,[WinError 5] 拒绝访问。,2026-04-05T21:10:21.065283+00:00,2026-04-05T21:10:21.066280+00:00,True,mmap_random__req_0.02x__actual_0.02x,mmap_random,0.02,0.01999996890452929,2054881280,2054881280,1,5,0,0,2.0,0.0009797999518923461,0.0,,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71339675648.0,71339536384.0,-139264.0,31404548096.0,31404687360.0,139264.0,0.0,0.0,0.0,42774617600.0,42774617600.0,0.0,76106559488.0,76106559488.0,0.0,819448.0,819448.0,0.0,3747836.0,3747836.0,0.0,1.0,1.0,0.0,126484480.0,126484480.0,0.0,867168256.0,867168256.0,0.0,0.53125,0.53125,0.0,3.03125,3.03125,0.0,24799710.0,24799710.0,0.0,5137229233.0,5137229233.0,0.0,,,,,,,66975.0,66975.0,0.0
pilot=1|mode=mmap_random|requested=0.0500|actual_bytes=5137207296|trial=1,failed,[WinError 5] 拒绝访问。,2026-04-05T21:10:21.066280+00:00,2026-04-05T21:10:21.067280+00:00,True,mmap_random__req_0.05x__actual_0.05x,mmap_random,0.05,0.049999962127311316,5137207296,5137207296,1,5,0,0,2.0,0.0010204000282101333,0.0,,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71339405312.0,71339339776.0,-65536.0,31404818432.0,31404883968.0,65536.0,0.0,0.0,0.0,42774617600.0,42774617600.0,0.0,76106559488.0,76106559488.0,0.0,819448.0,819448.0,0.0,3747836.0,3747836.0,0.0,1.0,1.0,0.0,126500864.0,126500864.0,0.0,867168256.0,867168256.0,0.0,0.53125,0.53125,0.0,3.03125,3.03125,0.0,24799710.0,24799710.0,0.0,5137232929.0,5137232929.0,0.0,,,,,,,66979.0,66979.0,0.0
pilot=1|mode=anon|requested=0.0100|actual_bytes=1027440640|trial=1,failed,[WinError 5] 拒绝访问。,2026-04-05T21:10:21.068280+00:00,2026-04-05T21:10:21.069280+00:00,True,anon__req_0.01x__actual_0.01x,anon,0.01,0.009999984452264646,1027440640,1027440640,1,5,0,0,2.0,0.0009649000130593777,0.0,,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71339274240.0,71339143168.0,-131072.0,31404949504.0,31405080576.0,131072.0,0.0,0.0,0.0,42774617600.0,42774617600.0,0.0,76106559488.0,76106559488.0,0.0,819448.0,819448.0,0.0,3747836.0,3747836.0,0.0,1.0,1.0,0.0,126513152.0,126513152.0,0.0,867168256.0,867168256.0,0.0,0.53125,0.53125,0.0,3.03125,3.03125,0.0,24799710.0,24799710.0,0.0,5137236618.0,5137236618.0,0.0,,,,,,,66983.0,66983.0,0.0
pilot=1|mode=anon|requested=0.0200|actual_bytes=2054881280|trial=1,failed,[WinError 5] 拒绝访问。,2026-04-05T21:10:21.070280+00:00,2026-04-05T21:10:21.070280+00:00,True,anon__req_0.02x__actual_0.02x,anon,0.02,0.01999996890452929,2054881280,2054881280,1,5,0,0,2.0,0.0009697999921627343,0.0,,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71339143168.0,71339143168.0,0.0,31405080576.0,31405080576.0,0.0,0.0,0.0,0.0,42774617600.0,42774617600.0,0.0,76106559488.0,76106559488.0,0.0,819448.0,819448.0,0.0,3747836.0,3747836.0,0.0,1.0,1.0,0.0,126525440.0,126525440.0,0.0,867168256.0,867168256.0,0.0,0.53125,0.53125,0.0,3.03125,3.03125,0.0,24799710.0,24799710.0,0.0,5137240270.0,5137240270.0,0.0,,,,,,,66985.0,66985.0,0.0
pilot=1|mode=anon|requested=0.0500|actual_bytes=5137207296|trial=1,failed,[WinError 5] 拒绝访问。,2026-04-05T21:10:21.071280+00:00,2026-04-05T21:10:21.072290+00:00,True,anon__req_0.05x__actual_0.05x,anon,0.05,0.049999962127311316,5137207296,5137207296,1,5,0,0,2.0,0.0010569000151008368,0.0,,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71339077632.0,71339012096.0,-65536.0,31405146112.0,31405211648.0,65536.0,0.0,0.0,0.0,42774617600.0,42774617600.0,0.0,76106559488.0,76106559488.0,0.0,819448.0,819448.0,0.0,3747836.0,3747836.0,0.0,1.0,1.0,0.0,126550016.0,126550016.0,0.0,867168256.0,867168256.0,0.0,0.53125,0.53125,0.0,3.03125,3.03125,0.0,24799710.0,24799710.0,0.0,5137243906.0,5137243906.0,0.0,,,,,,,66990.0,66990.0,0.0
pilot=1|mode=none|requested=0.0000|actual_bytes=0|trial=1,completed,,2026-04-05T21:11:32.985823+00:00,2026-04-05T21:11:38.565533+00:00,True,none_baseline,none,0.0,0.0,0,0,1,5,5,0,0.0,5.580079499981366,4.968700500030536,,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71376408576.0,71374233600.0,-2174976.0,31367815168.0,31369990144.0,2174976.0,0.0,0.0,0.0,42775817216.0,42775817216.0,0.0,76124909568.0,76125339648.0,430080.0,819505.0,819505.0,0.0,3748733.0,3748771.0,38.0,1.0,1.0,0.0,122744832.0,126906368.0,4161536.0,866742272.0,867254272.0,512000.0,0.4375,0.453125,0.015625,1.53125,1.625,0.09375,23741263.0,23741968.0,705.0,2014.0,3561.0,1547.0,,,,,,,67730.0,67737.0,7.0
pilot=1|mode=file_seq|requested=0.0100|actual_bytes=1027440640|trial=1,completed,,2026-04-05T21:11:38.566575+00:00,2026-04-05T21:11:47.825520+00:00,True,file_seq__req_0.01x__actual_0.01x,file_seq,0.01,0.009999984452264646,1027440640,1027440640,1,5,5,0,2.0,9.260041300032753,5.417348100047093,53328,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71374090240.0,71420342272.0,46252032.0,31370133504.0,31323881472.0,-46252032.0,0.0,0.0,0.0,42775817216.0,42775835648.0,18432.0,76125339648.0,76126003200.0,663552.0,819505.0,819507.0,2.0,3748771.0,3748840.0,69.0,1.0,2.0,1.0,126914560.0,246554624.0,119640064.0,867254272.0,1731022848.0,863768576.0,0.453125,0.9375,0.484375,1.625,10.109375,8.484375,23741968.0,63094165155.0,63070423187.0,4952.0,8930.0,3978.0,,,,,,,67738.0,97209.0,29471.0
pilot=1|mode=file_seq|requested=0.0200|actual_bytes=2054881280|trial=1,completed,,2026-04-05T21:11:47.827522+00:00,2026-04-05T21:11:57.165101+00:00,True,file_seq__req_0.02x__actual_0.02x,file_seq,0.02,0.01999996890452929,2054881280,2054881280,1,5,5,0,2.0,9.337762399984058,5.488449700002093,9004,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71420403712.0,71401070592.0,-19333120.0,31323820032.0,31343153152.0,19333120.0,0.0,0.0,0.0,42775835648.0,42775835648.0,0.0,76126003200.0,76127166464.0,1163264.0,819507.0,819507.0,0.0,3748840.0,3749019.0,179.0,1.0,2.0,1.0,127315968.0,246685696.0,119369728.0,867262464.0,1731088384.0,863825920.0,0.453125,1.09375,0.640625,1.640625,10.015625,8.375,23969710.0,64344007604.0,64320037894.0,10395.0,14374.0,3979.0,,,,,,,67836.0,97262.0,29426.0
pilot=1|mode=file_seq|requested=0.0500|actual_bytes=5137207296|trial=1,completed,,2026-04-05T21:11:57.167102+00:00,2026-04-05T21:12:06.396498+00:00,True,file_seq__req_0.05x__actual_0.05x,file_seq,0.05,0.049999962127311316,5137207296,5137207296,1,5,5,0,2.0,9.230160399980377,5.3881043999572285,39632,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71401197568.0,71409037312.0,7839744.0,31343026176.0,31335186432.0,-7839744.0,0.0,0.0,0.0,42775835648.0,42775835648.0,0.0,76127166464.0,76127903744.0,737280.0,819507.0,819507.0,0.0,3749019.0,3749111.0,92.0,1.0,2.0,1.0,127348736.0,246960128.0,119611392.0,867262464.0,1731383296.0,864120832.0,0.453125,0.9375,0.484375,1.640625,10.078125,8.4375,24073407.0,62360582345.0,62336508938.0,15834.0,19819.0,3985.0,,,,,,,67845.0,97362.0,29517.0
pilot=1|mode=mmap_random|requested=0.0100|actual_bytes=1027440640|trial=1,completed,,2026-04-05T21:12:06.398498+00:00,2026-04-05T21:12:15.598939+00:00,True,mmap_random__req_0.01x__actual_0.01x,mmap_random,0.01,0.009999984452264646,1027440640,1027440640,1,5,5,0,2.0,9.201215600012802,5.2182737000402994,35472,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71409098752.0,71419604992.0,10506240.0,31335124992.0,31324618752.0,-10506240.0,0.0,0.0,0.0,42775835648.0,42775835648.0,0.0,76127903744.0,76128403456.0,499712.0,819507.0,819507.0,0.0,3749111.0,3749180.0,69.0,1.0,2.0,1.0,127381504.0,1270444032.0,1143062528.0,868315136.0,1730523136.0,862208000.0,0.453125,5.1875,4.734375,1.640625,5.828125,4.1875,24177106.0,47304153.0,23127047.0,21290.0,25320.0,4030.0,,,,,,,67852.0,347668.0,279816.0
pilot=1|mode=mmap_random|requested=0.0200|actual_bytes=2054881280|trial=1,completed,,2026-04-05T21:12:15.600945+00:00,2026-04-05T21:12:25.058357+00:00,True,mmap_random__req_0.02x__actual_0.02x,mmap_random,0.02,0.01999996890452929,2054881280,2054881280,1,5,5,0,2.0,9.458404399978463,5.3732696999795735,32284,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71419670528.0,71426342912.0,6672384.0,31324553216.0,31317880832.0,-6672384.0,0.0,0.0,0.0,42775835648.0,42775835648.0,0.0,76128403456.0,76129234944.0,831488.0,819507.0,819507.0,0.0,3749180.0,3749260.0,80.0,1.0,2.0,1.0,127401984.0,2286002176.0,2158600192.0,868315136.0,1732313088.0,863997952.0,0.453125,4.953125,4.5,1.65625,6.234375,4.578125,24280803.0,47407850.0,23127047.0,26803.0,30827.0,4024.0,,,,,,,67857.0,596153.0,528296.0
pilot=1|mode=mmap_random|requested=0.0500|actual_bytes=5137207296|trial=1,completed,,2026-04-05T21:12:25.060355+00:00,2026-04-05T21:12:34.695693+00:00,True,mmap_random__req_0.05x__actual_0.05x,mmap_random,0.05,0.049999962127311316,5137207296,5137207296,1,5,5,0,2.0,9.636764499999117,5.28648000000976,22952,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71426412544.0,71427096576.0,684032.0,31317811200.0,31317127168.0,-684032.0,0.0,0.0,0.0,42775835648.0,42775835648.0,0.0,76129234944.0,76129710080.0,475136.0,819507.0,819507.0,0.0,3749260.0,3749339.0,79.0,1.0,2.0,1.0,127401984.0,4507680768.0,4380278784.0,868315136.0,1737973760.0,869658624.0,0.453125,4.234375,3.78125,1.65625,6.8125,5.15625,24384500.0,47511551.0,23127051.0,32301.0,36333.0,4032.0,,,,,,,67857.0,1140015.0,1072158.0
pilot=1|mode=anon|requested=0.0100|actual_bytes=1027440640|trial=1,completed,,2026-04-05T21:12:34.697693+00:00,2026-04-05T21:12:44.769381+00:00,True,anon__req_0.01x__actual_0.01x,anon,0.01,0.009999984452264646,1027440640,1027440640,1,5,5,0,2.0,10.07268560002558,5.2293983999988995,47656,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71427158016.0,71471927296.0,44769280.0,31317065728.0,31272296448.0,-44769280.0,0.0,0.0,0.0,42775835648.0,42775835648.0,0.0,76129710080.0,76130267136.0,557056.0,819507.0,819507.0,0.0,3749339.0,3749417.0,78.0,1.0,2.0,1.0,127340544.0,1270276096.0,1142935552.0,868204544.0,1730125824.0,861921280.0,0.46875,4.96875,4.5,1.65625,7.015625,5.359375,24488199.0,47615142.0,23126943.0,37799.0,41603.0,3804.0,,,,,,,67857.0,347660.0,279803.0
pilot=1|mode=anon|requested=0.0200|actual_bytes=2054881280|trial=1,completed,,2026-04-05T21:12:44.771381+00:00,2026-04-05T21:12:55.969540+00:00,True,anon__req_0.02x__actual_0.02x,anon,0.02,0.01999996890452929,2054881280,2054881280,1,5,5,0,2.0,11.198691900004633,5.401652499975171,28048,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,71471988736.0,70852694016.0,-619294720.0,31272235008.0,31891529728.0,619294720.0,0.0,0.0,0.0,42775835648.0,42775835648.0,0.0,76130267136.0,76131405824.0,1138688.0,819507.0,819507.0,0.0,3749417.0,3749532.0,115.0,1.0,2.0,1.0,127361024.0,2297573376.0,2170212352.0,868204544.0,1732014080.0,863809536.0,0.46875,5.46875,5.0,1.65625,7.4375,5.78125,24591896.0,47718839.0,23126943.0,43033.0,46835.0,3802.0,,,,,,,67862.0,598993.0,531131.0
pilot=1|mode=anon|requested=0.0500|actual_bytes=5137207296|trial=1,completed,,2026-04-05T21:12:55.971537+00:00,2026-04-05T21:13:09.924855+00:00,True,anon__req_0.05x__actual_0.05x,anon,0.05,0.049999962127311316,5137207296,5137207296,1,5,5,0,2.0,13.954908800020348,5.266422799963038,31884,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,70848958464.0,71345729536.0,496771072.0,31895265280.0,31398494208.0,-496771072.0,0.0,0.0,0.0,42775835648.0,42775835648.0,0.0,76131405824.0,76135424000.0,4018176.0,819507.0,819507.0,0.0,3749532.0,3750031.0,499.0,1.0,2.0,1.0,127377408.0,5379817472.0,5252440064.0,868204544.0,1737834496.0,869629952.0,0.46875,6.453125,5.984375,1.65625,8.984375,7.328125,24695593.0,47822540.0,23126947.0,48261.0,52077.0,3816.0,,,,,,,67866.0,1352970.0,1285104.0
pilot=0|mode=none|requested=0.0000|actual_bytes=0|trial=1,completed,,2026-04-05T21:16:19.308217+00:00,2026-04-05T21:16:39.869582+00:00,False,none_baseline,none,0.0,0.0,0,0,1,20,20,0,0.0,20.561679500038736,20.002037399972323,,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,72295419904.0,72299728896.0,4308992.0,30448803840.0,30444494848.0,-4308992.0,0.0,0.0,0.0,42824570880.0,42826056704.0,1485824.0,225205542912.0,225208238080.0,2695168.0,821199.0,821306.0,107.0,3902984.0,3903420.0,436.0,1.0,1.0,0.0,123920384.0,128045056.0,4124672.0,867803136.0,868294656.0,491520.0,0.75,0.78125,0.03125,32.859375,32.921875,0.0625,23763009.0,23765049.0,2040.0,148979128324.0,148979133784.0,5460.0,,,,,,,70207.0,70214.0,7.0
pilot=0|mode=none|requested=0.0000|actual_bytes=0|trial=2,completed,,2026-04-05T21:16:39.871144+00:00,2026-04-05T21:17:00.175917+00:00,False,none_baseline,none,0.0,0.0,0,0,2,20,20,0,0.0,20.305104000028223,20.30346130003454,,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,72299663360.0,72321232896.0,21569536.0,30444560384.0,30422990848.0,-21569536.0,0.0,0.0,0.0,42826060800.0,42826951168.0,890368.0,225208238080.0,225209303040.0,1064960.0,821307.0,821364.0,57.0,3903420.0,3903572.0,152.0,1.0,1.0,0.0,128053248.0,128069632.0,16384.0,868294656.0,868294656.0,0.0,0.78125,0.78125,0.0,32.921875,32.9375,0.015625,23765049.0,23766829.0,1780.0,148979135188.0,148979140415.0,5227.0,,,,,,,70217.0,70220.0,3.0
pilot=0|mode=none|requested=0.0000|actual_bytes=0|trial=3,completed,,2026-04-05T21:17:00.176993+00:00,2026-04-05T21:17:21.336549+00:00,False,none_baseline,none,0.0,0.0,0,0,3,20,20,0,0.0,21.160304100019857,21.15856700000586,,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,72321462272.0,72334585856.0,13123584.0,30422761472.0,30409637888.0,-13123584.0,0.0,0.0,0.0,42826951168.0,42834376704.0,7425536.0,225209303040.0,225211375616.0,2072576.0,821364.0,821546.0,182.0,3903572.0,3903810.0,238.0,1.0,1.0,0.0,128073728.0,128045056.0,-28672.0,868294656.0,868200448.0,-94208.0,0.78125,0.828125,0.046875,32.9375,32.953125,0.015625,23766829.0,23768609.0,1780.0,148979141810.0,148979147048.0,5238.0,,,,,,,70221.0,70226.0,5.0
pilot=0|mode=file_seq|requested=0.2500|actual_bytes=25686052864|trial=1,completed,,2026-04-05T21:17:21.338136+00:00,2026-04-05T21:17:48.321269+00:00,False,file_seq__req_0.25x__actual_0.25x,file_seq,0.25,0.24999997010050892,25686052864,25686052864,1,20,20,0,2.0,26.984615699970163,22.554764000000432,46540,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,72334581760.0,72350044160.0,15462400.0,30409641984.0,30394179584.0,-15462400.0,0.0,0.0,0.0,42834376704.0,68559758336.0,25725381632.0,225211375616.0,225212940288.0,1564672.0,821546.0,840718.0,19172.0,3903810.0,3904030.0,220.0,1.0,2.0,1.0,128049152.0,247775232.0,119726080.0,868200448.0,1733226496.0,865026048.0,0.828125,1.734375,0.90625,32.953125,55.28125,22.328125,23768609.0,195573939657.0,195550171048.0,148979148477.0,148979157534.0,9057.0,,,,,,,70226.0,99776.0,29550.0
pilot=0|mode=file_seq|requested=0.2500|actual_bytes=25686052864|trial=2,completed,,2026-04-05T21:17:48.323268+00:00,2026-04-05T21:18:15.284557+00:00,False,file_seq__req_0.25x__actual_0.25x,file_seq,0.25,0.24999997010050892,25686052864,25686052864,2,20,20,0,2.0,26.962226000032388,22.846285000036005,44676,False,Mac,Windows,11,3.12.3,qwen3:4b,locality_prompt_v1,Windows exposes total process page-fault counts via GetProcessMemoryInfo; minor and major faults are unavailable.,102744223744.0,102744223744.0,0.0,72350040064.0,72339316736.0,-10723328.0,30394183680.0,30404907008.0,10723328.0,0.0,0.0,0.0,68559758336.0,68561125376.0,1367040.0,225212940288.0,225215963136.0,3022848.0,840718.0,840814.0,96.0,3904030.0,3904479.0,449.0,1.0,2.0,1.0,128425984.0,247926784.0,119500800.0,869265408.0,1733206016.0,863940608.0,0.828125,1.65625,0.828125,32.984375,58.546875,25.5625,23997688.0,234426162320.0,234402164632.0,148979159047.0,148979168101.0,9054.0,,,,,,,70319.0,99780.0,29461.0
