2026-04-14 16:02:48 | INFO | __main__ | Logging to D:\Develop\Transfer\UW-Madison\Courses\CS537\papers\measurement\results\logs\run_20260414_160248.log
2026-04-14 16:02:48 | INFO | runner | Detected total RAM: 95.69 GiB
2026-04-14 16:02:48 | INFO | runner | Using config file: D:\Develop\Transfer\UW-Madison\Courses\CS537\papers\measurement\config\default.yaml
2026-04-14 16:02:48 | INFO | runner | File-backed pressure cap is 346.69 GiB based on existing file=143.53 GiB and allowed disk growth=203.16 GiB
2026-04-14 16:02:48 | INFO | runner | Planned 48 conditions
2026-04-14 16:02:48 | INFO | runner | Reusing pressure data file D:\Develop\Transfer\UW-Madison\Courses\CS537\papers\measurement\data\pressure_data.bin (143.53 GiB)
2026-04-14 16:02:48 | INFO | inference_client | Running Ollama warmup request against model qwen2.5:3b
2026-04-14 16:02:48 | WARNING | inference_client | Ollama request failed: 404 Client Error: Not Found for url: http://127.0.0.1:11434/api/generate
2026-04-14 16:02:48 | WARNING | analysis | Skipping analysis because raw CSV outputs are empty.
