model,rep,condition,mode,step,elapsed_s,prompt_sha256,input_tokens,cached_input_tokens,cache_write_input_tokens,output_tokens,reasoning_output_tokens,campaign,prompt_tokens,generation_tokens,generation_tps,ttft_s
4b,0,quiet,agentic,1,1.0558260419638827,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,rerun_20260911,1114,11,92.55542396653706,0.9287512499140576
4b,0,quiet,agentic,2,2.2926960419863462,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,rerun_20260911,1284,108,84.82919519408019,1.0111551249865443
4b,0,quiet,agentic,3,2.808887292048894,7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4,,,,,,rerun_20260911,1304,150,84.62943505623554,1.0281011250335723
4b,0,quiet,agentic,4,1.283336624968797,67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e,,,,,,rerun_20260911,1503,11,91.16780780431651,1.154232042026706
4b,0,quiet,agentic,5,3.040737082948908,917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d,,,,,,rerun_20260911,1685,150,83.94119583837177,1.2448331250343472
4b,0,video,one_shot,0,3.9120962501037866,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,rerun_20260911,1126,261,83.45772606071121,0.7765404171077535
4b,0,video,agentic,0,0.6951272919541225,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,rerun_20260911,281,41,87.41405506716626,0.21831249992828816
4b,0,video,agentic,1,1.062443417031318,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,rerun_20260911,1114,11,93.29057019792597,0.936050874995999
4b,0,video,agentic,2,2.310839500045404,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,rerun_20260911,1284,108,83.51503169007329,1.0091210000682622
4b,0,video,agentic,3,2.8420199169777334,7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4,,,,,,rerun_20260911,1304,150,83.43430427474976,1.035830209031701
4b,0,video,agentic,4,1.2934940829873085,67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e,,,,,,rerun_20260911,1503,11,90.1546670209196,1.1626799579244107
4b,0,video,agentic,5,3.090550958062522,917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d,,,,,,rerun_20260911,1685,150,82.4083605126746,1.261669083032757
4b,1,browser,one_shot,0,4.661386374966241,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,rerun_20260911,1126,261,67.86623928147019,0.8047467089490965
4b,1,browser,agentic,0,1.3143987080547959,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,rerun_20260911,281,41,69.89761278317503,0.7170521670486778
4b,1,browser,agentic,1,1.2554989999625832,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,rerun_20260911,1114,11,74.96226331501597,1.098514375044033
4b,1,browser,agentic,2,2.780073583009653,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,rerun_20260911,1284,108,68.01333956346289,1.1812049580039456
4b,1,browser,agentic,3,3.4490420420188457,7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4,,,,,,rerun_20260911,1304,150,67.49800713170254,1.215412792051211
4b,1,browser,agentic,4,1.5296529160114005,67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e,,,,,,rerun_20260911,1503,11,71.69101171447791,1.3650987909641117
4b,1,browser,agentic,5,3.748304500011727,917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d,,,,,,rerun_20260911,1685,150,66.70718015860989,1.4874357919907197
4b,1,combined,one_shot,0,5.130289957975037,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,rerun_20260911,1126,261,61.42392603760132,0.8649874170077965
4b,1,combined,agentic,0,1.4017765420721844,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,rerun_20260911,281,41,65.22967807667825,0.7649095420492813
4b,1,combined,agentic,1,1.3928898749873042,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,rerun_20260911,1114,11,67.89185751383899,1.2172644169768319
4b,1,combined,agentic,2,3.0330968749476597,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,rerun_20260911,1284,108,62.53061090467373,1.29424212500453
4b,1,combined,agentic,3,3.768089707940817,7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4,,,,,,rerun_20260911,1304,150,62.09631786554189,1.3406499159755185
4b,1,combined,agentic,4,1.66964104201179,67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e,,,,,,rerun_20260911,1503,11,67.68312735866374,1.4958911669673398
4b,1,combined,agentic,5,4.07579062494915,917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d,,,,,,rerun_20260911,1685,150,61.37448990094127,1.6178176669636741
4b,1,fault,one_shot,0,4.331123749958351,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,rerun_20260911,1126,261,72.94258079054241,0.7436618329957128
4b,1,fault,agentic,0,1.3334046669770032,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,rerun_20260911,281,41,75.92752532803473,0.7847456249874085
4b,1,fault,agentic,1,1.1985011249780655,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,rerun_20260911,1114,11,79.57351025186628,1.0509061249904335
4b,1,fault,agentic,2,2.6541216670302674,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,rerun_20260911,1284,108,71.19504705937082,1.1278183750109747
4b,1,fault,agentic,3,3.266249333973974,7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4,,,,,,rerun_20260911,1304,150,71.48265002519766,1.1585305000189692
4b,1,fault,agentic,4,1.437673292006366,67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e,,,,,,rerun_20260911,1503,11,78.15747305775835,1.2865329580381513
4b,1,fault,agentic,5,3.5177908330224454,917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d,,,,,,rerun_20260911,1685,150,71.35262050562885,1.4058575000381097
4b,1,game,one_shot,0,4.962720082956366,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,rerun_20260911,1126,261,63.549142935838525,0.8458625830244273
4b,1,game,agentic,0,0.9674522919813171,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,rerun_20260911,281,41,67.63891191244218,0.35173599992413074
4b,1,game,agentic,1,1.3585792919620872,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,rerun_20260911,1114,11,68.9207221872128,1.1886871670139953
4b,1,game,agentic,2,2.954015791998245,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,rerun_20260911,1284,108,64.64710150938143,1.2702196249738336
4b,1,game,agentic,3,3.6831404590047896,7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4,,,,,,rerun_20260911,1304,150,63.89809587495444,1.3251394589897245
4b,1,game,agentic,4,1.6497268750099465,67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e,,,,,,rerun_20260911,1503,11,70.2741438519495,1.479904375039041
4b,1,game,agentic,5,3.917933707940392,917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d,,,,,,rerun_20260911,1685,150,64.5184149283744,1.5836189999245107
4b,1,gpu,one_shot,0,24.165927667054348,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,rerun_20260911,1126,261,12.64378337263535,3.472653542063199
4b,1,gpu,agentic,0,3.814285874948837,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,rerun_20260911,281,41,14.95967569245595,1.0354935419745743
4b,1,gpu,agentic,1,4.610485375043936,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,rerun_20260911,1114,11,14.41021919610039,3.7917455000570044
4b,1,gpu,agentic,2,13.244037332944572,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,rerun_20260911,1284,108,12.46033723654963,4.524407624965534
4b,1,gpu,agentic,3,17.029830750077963,7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4,,,,,,rerun_20260911,1304,150,12.214200515576563,4.69970816699788
4b,1,gpu,agentic,4,5.938705416978337,67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e,,,,,,rerun_20260911,1503,11,13.360202173542554,5.070892666932195
4b,1,gpu,agentic,5,18.78974654211197,917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d,,,,,,rerun_20260911,1685,150,11.861339791545575,6.084692167001776
4b,1,quiet,one_shot,0,4.260910624987446,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,rerun_20260911,1126,261,74.36929813191622,0.7400748329237103
4b,1,quiet,agentic,0,0.8388051249785349,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,rerun_20260911,281,41,78.09659549964732,0.30518737505190074
4b,1,quiet,agentic,1,1.1744522920344025,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,rerun_20260911,1114,11,82.79874822621674,1.0326774580171332
4b,1,quiet,agentic,2,2.5676063750870526,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,rerun_20260911,1284,108,74.22717183627256,1.1031608330085874
4b,1,quiet,agentic,3,3.163319709012285,7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4,,,,,,rerun_20260911,1304,150,74.80634974015557,1.1488868340384215
4b,1,quiet,agentic,4,1.4215662910137326,67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e,,,,,,rerun_20260911,1503,11,80.56077625711843,1.275650665978901
4b,1,quiet,agentic,5,3.440478833974339,917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d,,,,,,rerun_20260911,1685,150,73.41255743361356,1.387698374921456
4b,1,video,one_shot,0,4.303529708995484,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,rerun_20260911,1126,261,73.68876350779537,0.7521523339673877
4b,1,video,agentic,0,0.9271229580044746,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,rerun_20260911,281,41,72.92136319334504,0.35635812499094754
4b,1,video,agentic,1,1.2386687089456245,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,rerun_20260911,1114,11,77.62087279985805,1.0870259589282796
4b,1,video,agentic,2,2.7197245419956744,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,rerun_20260911,1284,108,69.797717249073,1.1623815830098465
4b,1,video,agentic,3,3.2973265000618994,7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4,,,,,,rerun_20260911,1304,150,72.08116048169545,1.2071402909932658
4b,1,video,agentic,4,1.4244000830221921,67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e,,,,,,rerun_20260911,1503,11,80.08933602625075,1.2778692080173641
4b,1,video,agentic,5,3.4580391250783578,917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d,,,,,,rerun_20260911,1685,150,73.33155886873128,1.4014505420345813
4b,2,browser,one_shot,0,5.059408959001303,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,rerun_20260911,1126,261,68.32557841099617,1.2293437089538202
4b,2,browser,agentic,0,0.840923042036593,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,rerun_20260911,281,41,70.5608360162638,0.2499820840312168
4b,2,browser,agentic,1,1.2644398750271648,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,rerun_20260911,1114,11,74.14865960355586,1.105857333051972
4b,2,browser,agentic,2,2.7776481660548598,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,rerun_20260911,1284,108,67.84434895593674,1.1767503750743344
4b,2,browser,agentic,3,3.465290957945399,7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4,,,,,,rerun_20260911,1304,150,67.3221072234443,1.2270422499859706
4b,2,browser,agentic,4,1.5132791249779984,67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e,,,,,,rerun_20260911,1503,11,72.87161058748516,1.3526155840372667
4b,2,browser,agentic,5,3.720403332961723,917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d,,,,,,rerun_20260911,1685,150,67.20159636133988,1.4777148750144988
4b,2,combined,one_shot,0,5.604983208933845,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,rerun_20260911,1126,261,61.82699907903312,1.3730800839839503
4b,2,combined,agentic,0,0.9195235000224784,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,rerun_20260911,281,41,64.31224595992349,0.2721152090234682
4b,2,combined,agentic,1,1.3755324590019882,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,rerun_20260911,1114,11,68.38201927884221,1.205310083925724
4b,2,combined,agentic,2,3.0562440410722047,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,rerun_20260911,1284,108,61.8979871254429,1.29678929108195
4b,2,combined,agentic,3,3.787499458063394,7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4,,,,,,rerun_20260911,1304,150,61.70887824518815,1.3472342500463128
4b,2,combined,agentic,4,1.68355195899494,67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e,,,,,,rerun_20260911,1503,11,66.878431372277,1.5094715000595897
4b,2,combined,agentic,5,4.081540958024561,917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d,,,,,,rerun_20260911,1685,150,61.28375576498296,1.623768583056517
4b,2,fault,one_shot,0,4.956714916974306,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,rerun_20260911,1126,261,70.02730192827565,1.2196110000368208
4b,2,fault,agentic,0,0.8220384169835597,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,rerun_20260911,281,41,72.27586109545872,0.2461655419319868
4b,2,fault,agentic,1,1.233323583030142,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,rerun_20260911,1114,11,76.31478243904868,1.080043875030242
4b,2,fault,agentic,2,2.7197993750451133,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,rerun_20260911,1284,108,70.13070691476237,1.1696742500644177
4b,2,fault,agentic,3,3.3610147499712184,7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4,,,,,,rerun_20260911,1304,150,69.84792535296278,1.2044403749750927
4b,2,fault,agentic,4,1.4929075840627775,67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e,,,,,,rerun_20260911,1503,11,74.71643825271394,1.336562875076197
4b,2,fault,agentic,5,3.6135196660179645,917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d,,,,,,rerun_20260911,1685,150,69.51841773765858,1.4454996660351753
4b,2,game,one_shot,0,5.013469957979396,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,rerun_20260911,1126,261,64.11077425251715,0.9294339579064399
4b,2,game,agentic,0,0.8945277499733493,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,rerun_20260911,281,41,66.92340585260041,0.2723235000157729
4b,2,game,agentic,1,1.3750162919750437,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,rerun_20260911,1114,11,68.96600366600346,1.2045909999869764
4b,2,game,agentic,2,2.97910374996718,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,rerun_20260911,1284,108,63.85894427873043,1.2786117090145126
4b,2,game,agentic,3,3.674832082935609,7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4,,,,,,rerun_20260911,1304,150,64.19866434560136,1.3268984999740496
4b,2,game,agentic,4,1.6543705000076443,67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e,,,,,,rerun_20260911,1503,11,69.01856156992585,1.4858821249799803
4b,2,game,agentic,5,3.945813833968714,917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d,,,,,,rerun_20260911,1685,150,63.85069268600062,1.5852987919934094
4b,2,gpu,one_shot,0,25.205493374960497,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,rerun_20260911,1126,261,11.940600453651438,3.297035833937116
4b,2,gpu,agentic,0,4.220445625018328,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,rerun_20260911,281,41,13.158157254005443,1.0479835419682786
4b,2,gpu,agentic,1,4.808785457978956,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,rerun_20260911,1114,11,13.673686591163204,3.9577913329703733
4b,2,gpu,agentic,2,13.034114083042368,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,rerun_20260911,1284,108,12.700399142463572,4.479200000059791
4b,2,gpu,agentic,3,16.996405125013553,7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4,,,,,,rerun_20260911,1304,150,12.180248802950512,4.62915641698055
4b,2,gpu,agentic,4,6.130582791985944,67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e,,,,,,rerun_20260911,1503,11,14.187762672204045,5.306210624985397
4b,2,gpu,agentic,5,18.30950216704514,917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d,,,,,,rerun_20260911,1685,150,11.978336897920808,5.737705208011903
4b,2,quiet,one_shot,0,4.34322912490461,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,rerun_20260911,1126,261,74.1575377034403,0.8137252499582246
4b,2,quiet,agentic,0,0.7704620000440627,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,rerun_20260911,281,41,77.58634556982206,0.23423491697758436
4b,2,quiet,agentic,1,1.1776167090283707,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,rerun_20260911,1114,11,82.31207121805089,1.0350181250832975
4b,2,quiet,agentic,2,2.5575895830988884,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,rerun_20260911,1284,108,74.55153884452203,1.099309666082263
4b,2,quiet,agentic,3,3.1760282079922035,7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4,,,,,,rerun_20260911,1304,150,74.38801755090685,1.1510762909892946
4b,2,quiet,agentic,4,1.4357549579581246,67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e,,,,,,rerun_20260911,1503,11,79.83925720727555,1.2876155829289928
4b,2,quiet,agentic,5,3.4208183749578893,917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d,,,,,,rerun_20260911,1685,150,74.07161720056395,1.3850924168946221
4b,2,video,one_shot,0,4.394594790996052,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,rerun_20260911,1126,261,74.05748461039776,0.8597814999520779
4b,2,video,agentic,0,0.7805028749862686,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,rerun_20260911,281,41,77.77430177455321,0.24380512500647455
4b,2,video,agentic,1,1.1731732089538127,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,rerun_20260911,1114,11,82.6177304602504,1.0317452090093866
4b,2,video,agentic,2,2.57613704202231,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,rerun_20260911,1284,108,74.3939732628276,1.1150610420154408
4b,2,video,agentic,3,3.1998565000249073,7f529362922afa0feb43a839c446edfcc71dfa432b4cd1d5ca1c0d770be2fac4,,,,,,rerun_20260911,1304,150,73.498455657172,1.1494688750244677
4b,2,video,agentic,4,1.4383451669709757,67bb8626eec845460f42c2ed6be103f8501d24f81ed48e1c23d6e82b64d0d65e,,,,,,rerun_20260911,1503,11,78.85761635028524,1.288554333965294
4b,2,video,agentic,5,3.447523583075963,917d42736ca5c68ab001f65c8082c750f8a93d4757171bd64853015b2be73e0d,,,,,,rerun_20260911,1685,150,73.2725045337116,1.3911657920107245
35b,0,combined,one_shot,0,466.68807183299214,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_rerun_20260911,1126,324,0.7793238174462459,50.93607474991586
35b,0,combined,agentic,0,34.5955323750386,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_rerun_20260911,281,11,0.8524993953646658,21.686080625047907
35b,0,combined,agentic,1,55.41170616692398,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_rerun_20260911,1114,11,0.797679680338682,41.61254087497946
35b,0,combined,agentic,2,72.77402291598264,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_rerun_20260911,1284,21,0.7668868787319492,45.378795707947575
35b,0,combined,agentic,3,330.48875970800873,cd5870845ad711ea7598c83141317a0750945cc5fe04165297b6b47d20f42f47,,,,,,paging_rerun_20260911,1480,196,0.7296853968394571,61.87368483294267
35b,0,quiet,one_shot,0,407.3832664589863,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_rerun_20260911,1126,324,0.8924199427290623,44.31700862501748
35b,0,quiet,agentic,0,29.999145000008866,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_rerun_20260911,281,11,0.9704707440794049,18.656104249996133
35b,0,quiet,agentic,1,46.44423012493644,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_rerun_20260911,1114,11,0.9618052805348076,34.999937125016004
35b,0,quiet,agentic,2,62.35369654104579,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_rerun_20260911,1284,21,0.9186601447352547,39.48742979101371
35b,0,quiet,agentic,3,278.9510449579684,cd5870845ad711ea7598c83141317a0750945cc5fe04165297b6b47d20f42f47,,,,,,paging_rerun_20260911,1480,196,0.8659013497357135,52.587852749973536
35b,1,combined,one_shot,0,484.6252198750153,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_rerun_20260911,1126,324,0.7532081360436366,54.45944129198324
35b,1,combined,agentic,0,32.02996283303946,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_rerun_20260911,281,11,0.8520295979172985,19.114069291972555
35b,1,combined,agentic,1,53.081121666939,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_rerun_20260911,1114,11,0.8233150009442464,39.71241066697985
35b,1,combined,agentic,2,70.28253683401272,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_rerun_20260911,1284,21,0.8221065843585097,44.732935999985784
35b,1,combined,agentic,3,315.65103545901366,cd5870845ad711ea7598c83141317a0750945cc5fe04165297b6b47d20f42f47,,,,,,paging_rerun_20260911,1480,196,0.7634749652754931,58.9202512500342
35b,1,quiet,one_shot,0,418.5148674999364,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_rerun_20260911,1126,324,0.8702658275118591,46.207106958027
35b,1,quiet,agentic,0,27.151044375030324,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_rerun_20260911,281,11,0.9893133287751695,16.02501687500626
35b,1,quiet,agentic,1,45.87190108303912,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_rerun_20260911,1114,11,0.9656556803112989,34.4733672500588
35b,1,quiet,agentic,2,62.119776292005554,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_rerun_20260911,1284,21,0.9324180130868706,39.59043733298313
35b,1,quiet,agentic,3,274.58528150001075,cd5870845ad711ea7598c83141317a0750945cc5fe04165297b6b47d20f42f47,,,,,,paging_rerun_20260911,1480,196,0.8809230001658973,52.083638667012565
35b,2,combined,one_shot,0,459.0794227090664,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_rerun_20260911,1126,324,0.7929307705144001,50.46218187501654
35b,2,combined,agentic,0,34.037840832956135,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_rerun_20260911,281,11,0.8698451034929104,21.383987707900815
35b,2,combined,agentic,1,51.71447045810055,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_rerun_20260911,1114,11,0.8509907713224564,38.78283116710372
35b,2,combined,agentic,2,69.7301669579465,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_rerun_20260911,1284,21,0.8098786191625923,43.793557874974795
35b,2,combined,agentic,3,310.3940663340036,cd5870845ad711ea7598c83141317a0750945cc5fe04165297b6b47d20f42f47,,,,,,paging_rerun_20260911,1480,196,0.7771975591942277,58.19860087509733
35b,2,quiet,one_shot,0,416.20368204195984,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_rerun_20260911,1126,324,0.8733933612230403,45.23080654197838
35b,2,quiet,agentic,0,30.52931379096117,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_rerun_20260911,281,11,0.94820626903979,18.922017707955092
35b,2,quiet,agentic,1,47.30161270906683,219d730bcc1722f930823104e3ff9a80f8de913a17c3c92642c891e50b176438,,,,,,paging_rerun_20260911,1114,11,0.9512514545236773,35.73204791697208
35b,2,quiet,agentic,2,63.00667416700162,5eef11b6d2893427b5e7489662d009a2a83a97775704c21cd206c2c21c26351f,,,,,,paging_rerun_20260911,1284,21,0.9055068756394817,39.80957691697404
35b,2,quiet,agentic,3,281.09822187491227,cd5870845ad711ea7598c83141317a0750945cc5fe04165297b6b47d20f42f47,,,,,,paging_rerun_20260911,1480,196,0.858612464056392,52.81712412496563
9b,0,browser,one_shot,0,8.979341582977213,6954c8e9c92218be294851241d271521942bb36658fa12349269bc07b0457782,,,,,,paging_9b_allcases_20260911,1126,263,40.011108282305926,2.3940299169626087
9b,0,browser,agentic,0,0.6875242500100285,01c45072cc068aa796de17b6ff4ee9614813bce296f2463ccc6e29662fe94cde,,,,,,paging_9b_allcases_20260911,281,11,43.31328946224928,0.42261320899706334
