stage,window,precision,operator,operator_label,device,path,median_us,p10_us,p90_us
prefill,2048,int8,token_embedding,Token embedding,NPU,plain,581.2229294011651,552.9708173267975,587.4754970564561
prefill,2048,int8,pre_attention_rmsnorm,Pre-attention RMSNorm,GPU,plain,16.585729391364364,16.524001300637998,17.46884400526981
prefill,2048,int8,pre_attention_rmsnorm,Pre-attention RMSNorm,NPU,plain,364.6011443042145,305.1664676533779,365.3259468055018
prefill,2048,int8,qkv_projection,QKV projection,GPU,plain,624.5012371379289,613.183844370597,636.8374862636107
prefill,2048,int8,qkv_projection,QKV projection,NPU,plain,233.17179900562016,185.85326225506472,233.7558289617365
prefill,2048,int8,rotary_embedding,Rotary embedding (RoPE),GPU,plain,444.5952516048169,433.6900963568689,455.47276525649823
prefill,2048,int8,rotary_embedding,Rotary embedding (RoPE),NPU,plain,2581.6066794726075,2317.7573499216273,2586.791911830657
prefill,2048,int8,kv_cache_and_gqa_layout,KV cache + GQA layout,GPU,plain,445.6291940504095,436.80270470392776,456.50324662585683
prefill,2048,int8,kv_cache_and_gqa_layout,KV cache + GQA layout,NPU,plain,426.56892772350784,389.07905166977395,430.9513250686202
prefill,2048,int8,scaled_dot_product_attention,Scaled dot-product attention,GPU,plain,11037.335606700977,11005.37172331998,11048.168990822587
prefill,2048,int8,scaled_dot_product_attention,Scaled dot-product attention,NPU,plain,10118.62499927617,9354.941983702905,10129.91273020297
prefill,2048,int8,attention_output_and_residual,Attention output + residual,GPU,plain,314.9887747934119,313.41161303572306,315.35244590574223
prefill,2048,int8,attention_output_and_residual,Attention output + residual,NPU,plain,2796.644501348967,2701.150650446656,2798.736661534486
prefill,2048,int8,ffn_rmsnorm,FFN RMSNorm,GPU,plain,374.2871653045203,371.9836194063336,374.73948796120396
prefill,2048,int8,ffn_rmsnorm,FFN RMSNorm,NPU,plain,473.2609319743242,446.812737501713,474.8802056939143
prefill,2048,int8,ffn_gate_projection,FFN gate projection,GPU,plain,1860.0624596210828,1848.6147273811994,1865.894556528491
prefill,2048,int8,ffn_gate_projection,FFN gate projection,NPU,plain,1042.6213280003358,987.5887121220236,1043.5528078648952
prefill,2048,int8,ffn_up_projection,FFN up projection,GPU,plain,797.4013498876102,796.8277368470701,798.6230612529098
prefill,2048,int8,ffn_up_projection,FFN up projection,NPU,plain,683.0867288545362,675.6775515623635,685.146395232676
prefill,2048,int8,swiglu_activation,SwiGLU activation,GPU,plain,825.0860715828928,820.0080891885475,827.2132533942977
prefill,2048,int8,swiglu_activation,SwiGLU activation,NPU,plain,1936.0498803365354,1932.1021605069336,1974.3976463426482
prefill,2048,int8,ffn_down_and_residual,FFN down projection + residual,GPU,plain,641.0443162674104,636.0714376036477,643.7336220023294
prefill,2048,int8,ffn_down_and_residual,FFN down projection + residual,NPU,plain,572.0108770282887,508.41519171224587,573.4892101549457
prefill,2048,int8,final_rmsnorm,Final RMSNorm,GPU,plain,370.40039330000525,368.900882228933,370.7572791830651
prefill,2048,int8,final_rmsnorm,Final RMSNorm,NPU,plain,417.214121213779,402.755286072661,417.99687641926283
prefill,2048,int8,lm_head,LM head,GPU,plain,1776.3131215280825,1766.408402650518,1781.929301484709
prefill,2048,int8,lm_head,LM head,NPU,plain,813.091791169908,809.7969789031587,870.2321379614515
decode,128,fp16,token_embedding,Token embedding,GPU,plain,1.9823181095631661,1.0065984578310407,2.00042606489031
decode,128,fp16,token_embedding,Token embedding,NPU,npuw,27.988244080561664,26.612963423783793,29.028467657765088
decode,128,fp16,pre_attention_rmsnorm,Pre-attention RMSNorm,GPU,plain,4.032572440783996,4.00085212978062,5.906852488810723
decode,128,fp16,pre_attention_rmsnorm,Pre-attention RMSNorm,NPU,npuw,45.443259034170616,44.19692113413908,46.44554825242414
decode,128,fp16,qkv_projection,QKV projection,GPU,plain,36.00766916802558,34.276865746663965,36.86755908798159
decode,128,fp16,qkv_projection,QKV projection,NPU,npuw,54.046264431429414,53.14586594977854,54.18647296116149
decode,128,fp16,rotary_embedding,Rotary embedding (RoPE),GPU,plain,6.00127819467093,5.906852488810723,6.039590746986245
decode,128,fp16,rotary_embedding,Rotary embedding (RoPE),NPU,npuw,17.393192492654794,16.449465006066884,17.741975615855864
