stage,window,precision,operator,winner,npu_path,gpu_us,npu_us,speedup
decode,2048,fp16,swiglu_activation,GPU,plain,0.0,7.460982597400247,
decode,2048,fp16,ffn_down_and_residual,NPU,plain,117.65838827862471,100.72326506490334,1.1681351691965987
decode,2048,fp16,final_rmsnorm,GPU,plain,5.105056832900038,5.5957369480501855,1.0961164843431148
decode,2048,fp16,lm_head,NPU,plain,3503.532838502913,3291.660962483825,1.0643662510914287
decode,2048,int8,token_embedding,GPU,npuw,1.0082061596679814,12.297594363556742,12.197499733195976
decode,2048,int8,pre_attention_rmsnorm,GPU,plain,2.8838717501614055,806.1082368857183,279.5229145819684
decode,2048,int8,qkv_projection,GPU,plain,19.225811667742704,59.468484166354614,3.093158572136205
decode,2048,int8,rotary_embedding,GPU,npuw,3.7793614846545864,16.79671425266287,4.444325932002771
decode,2048,int8,kv_cache_and_gqa_layout,NPU,npuw,487.7476634950145,132.21408534090634,3.6890748987703197
decode,2048,int8,scaled_dot_product_attention,NPU,npuw,636.9984485244889,191.9236722690576,3.3190196967025596
decode,2048,int8,attention_output_and_residual,NPU,plain,13.984880704236659,7.156417325625851,1.9541734457211293
decode,2048,int8,ffn_rmsnorm,GPU,npuw,3.7793614846545864,49.65644219024823,13.13884432380158
decode,2048,int8,ffn_gate_projection,NPU,plain,61.30786423999919,26.481825166323677,2.315092100145838
decode,2048,int8,ffn_up_projection,NPU,npuw,62.48388792016379,25.285182219574253,2.471166210215901
decode,2048,int8,swiglu_activation,GPU,npuw,0.988836519999987,67.63024641862029,
decode,2048,int8,ffn_down_and_residual,NPU,plain,57.35251815999924,31.96954987321269,1.7939732773045691
decode,2048,int8,final_rmsnorm,GPU,npuw,2.966509559999961,64.88847967191947,21.873679608812832
decode,2048,int8,lm_head,NPU,plain,1681.7539437308099,689.1364832084153,2.4403786255823547
