rep,condition,mode,status,wall_s,tokens,effective_tps,decode_tps,ttft_s,peak_mlx_gb,answer_sha256,time_start,time_end,telemetry_window_s,telemetry_start_error_s,telemetry_end_error_s,disk_read_bytes,disk_write_bytes,pagein_bytes,swapin_bytes,swapout_bytes,compression_bytes,decompression_bytes,min_available_gib,max_thermal_state,disk_read_mib_s,stress_pages,stress_full_passes,stress_peak_rss_gib,stress_majflt,stress_minflt
0,quiet,one_shot,completed,6.64049904095009,263,39.60545711672466,49.29798135559816,1.2789044580422342,8.270123404,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,1789268665.471719,1789268672.112187,6.502648830413818,0.03406715393066406,-0.10375189781188965,178913280,1409024,83853312,30998528,0,0,320782336,3.2513580322265625,0,26.239307157717402,,,,,
0,quiet,agentic,completed,11.18067508295644,263,23.52272989319858,49.74744776510685,0.3629311249824241,9.393618834,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,1789268672.112563,1789268683.293188,11.296688079833984,-0.10412788391113281,0.011934995651245117,212758528,2658304,190480384,720896,0,1323663360,903102464,2.32177734375,0,17.96122388403432,,,,,
0,resident,one_shot,completed,7.621302708983421,263,34.50853614435171,44.625926348583654,1.7079073750646785,8.270123404,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,1789268711.584268,1789268719.205537,7.681438207626343,-0.08399510383605957,-0.023825883865356445,233709568,3080192,88276992,1556480,0,1928527872,5213028352,2.711883544921875,0,29.015765859929175,982335488,7495,2.0226593017578125,733,0
0,resident,agentic,completed,11.834360042004846,263,22.223423917010173,45.537772959159,0.3868177499389276,9.393618746,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,1789268719.2059672,1789268731.0402749,11.890822887420654,-0.024255990982055664,0.032259225845336914,1397563392,509108224,1343045632,2097152,499122176,4813373440,3985571840,2.0791778564453125,0,112.08814773534266,1367801856,10435,2.016448974609375,42549,414
0,thrash,one_shot,completed,7.755300666904077,263,33.9122893226253,48.347540134014324,2.289656625012867,8.270123404,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,1789268791.450936,1789268799.206199,7.770570993423462,0.0883488655090332,0.10365700721740723,10032893952,6103040,9876881408,1064960,0,1281966080,7891632128,3.618896484375,0,1231.3269242823815,606208,0,4.3861846923828125,605624,0
0,thrash,agentic,completed,11.376559749944136,263,23.11770920038384,48.73120262291894,0.3631156670162454,9.393618778,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,1789268799.206651,1789268810.5831602,11.392077207565308,0.10320496559143066,0.11877298355102539,18458705920,12517376,18203033600,770048,0,2591965184,2443689984,2.930450439453125,0,1545.2488101388321,1126400,1,4.397003173828125,1107673,98
1,quiet,one_shot,completed,6.4932745839469135,263,40.50344654301318,49.394481725169626,1.1533143339911476,8.270123404,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,1789268971.3357,1789268977.829663,6.530675888061523,0.012727975845336914,0.049440860748291016,8314880,114688,8945664,720896,0,0,96649216,4.675384521484375,0,1.2142215654119286,,,,,
1,quiet,agentic,completed,11.29032695805654,263,23.294276682778328,49.86231973568921,0.474987291963771,9.393618834,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,1789268960.042327,1789268971.334791,11.332951068878174,-0.026849985122680664,0.013637065887451172,186200064,7761920,58753024,786432,0,0,418037760,3.5421600341796875,0,15.66884191688103,,,,,
1,resident,one_shot,completed,7.00560920801945,263,37.54134611147579,45.2498759869562,1.1781488329870626,8.270123404,2dbbcc00c9bea47fb2e2862bbbb61b370245464c50375f0bc115c1a164625934,1789268850.3624551,1789268857.368033,6.9689109325408936,0.09326386451721191,0.056596994400024414,199081984,5017600,108724224,589824,0,45187072,373145600,3.486846923828125,0,27.243765466059198,885075968,6753,2.0171356201171875,0,4
1,resident,agentic,completed,12.171723834006116,263,21.60745705264971,45.54507935097988,0.7260921670822427,9.393618746,0d4cf6fe7c9587b04192f7edff258fd88b85330f067512c72a25ca96e4efd395,1789268838.1898801,1789268850.36155,12.361696004867554,-0.09585714340209961,0.09416890144348145,772030464,16252928,708214784,4440064,0,3893329920,5220597760,2.9910736083984375,0,59.560243570953965,1501159424,11453,2.02398681640625,16366,318
