model,family,size_b,context_length,output_tokens,placement,placement_label,prefill_device,decode_device,execution_devices,repeat,compile_s,prefill_top1,first_decode_top1,final_top1,all_tokens_per_s_e2e,decode_tokens_per_s,end_to_end_ms,handoff_estimate_ms,handoff_plus_first_decode_ms,output_tokens_per_s_e2e,prefill_tokens_per_s,steady_tpot_ms,steady_tpot_p95_ms,ttft_ms,energy_net_core_j,energy_net_dram_j,energy_net_package-0_j,energy_net_psys_j,energy_net_uncore_j,prefill_energy_net_core_j,prefill_energy_net_dram_j,prefill_energy_net_package-0_j,prefill_energy_net_psys_j,prefill_energy_net_uncore_j,prefill_npu_utilization,first_decode_energy_net_core_j,first_decode_energy_net_dram_j,first_decode_energy_net_package-0_j,first_decode_energy_net_psys_j,first_decode_energy_net_uncore_j,first_decode_npu_utilization,steady_decode_energy_net_core_j,steady_decode_energy_net_dram_j,steady_decode_energy_net_package-0_j,steady_decode_energy_net_psys_j,steady_decode_energy_net_uncore_j,steady_decode_npu_utilization
llama32_1b_int8,Llama 3.2,1.0,1024,16,npu_npu,NPU -> NPU,NPU,NPU,NPU,1,39.75868088193238,301,3862,42,147.21402460179146,2.3648895615556933,7064.544311000001,4.067814500000044,426.685509,2.264831147719869,1418.7671163982466,422.61769449999997,423.12538509999996,721.753407,5.324640091602352,8.155514691251883,50.580150941556205,93.00348856067706,0.0,0.0,0.7794191302593843,6.376598303161741,10.584513542534843,0.0,0.9899877064245018,1.8611931602880256,0.49511499267508075,4.461612530937014,7.435745652144755,0.0,0.9877649723510998,3.4634469313143263,6.880980568317417,39.74194010745745,74.98322936599746,0.0,0.9973965313374882
llama32_1b_int8,Llama 3.2,1.0,1024,16,npu_npu,NPU -> NPU,NPU,NPU,NPU,2,39.75868088193238,301,3862,42,147.54918233130718,2.367951330227088,7048.49721,1.45785100000001,423.917233,2.2699874204816486,1434.3593828475452,422.459382,423.7127591,713.907555,4.191964844814994,8.114254109946808,49.72296134585107,92.62642635184889,0.0,0.0,0.7557371110014772,6.4762925506611255,9.97195675514945,0.0,0.9918006820925154,1.6588420200127427,0.4840851974616099,4.218501073776544,6.880545057722622,0.0,0.9864331229016112,2.533122824802252,6.874431801483722,39.028167721413396,75.77392453897681,0.0,0.9965185988106176
llama32_1b_int8,Llama 3.2,1.0,1024,16,openvino_auto,OpenVINO AUTO,GPU.0,GPU.0,GPU.0,0,3.64777375664562,301,3862,42,1861.354957161596,47.46916200700933,558.732764,27.371976500000002,46.260265000000004,28.6362301101784,4218.537721348611,18.888288499999998,20.8210744,242.73814,5.001188361987226,1.0159442728992976,12.427549785068202,18.822563200037038,5.704100164361776,0.6712147217218462,0.292310703932279,4.271107397953951,6.8023137324468745,3.0735301984936467,0.0,1.4726499823192343,0.05699944972246127,1.7368610818576358,2.3299809389321826,0.21151313056744478,0.0,2.8573236579461456,0.6666341192445573,6.419581305256615,9.690268528657983,2.4190568353006845,0.0
llama32_1b_int8,Llama 3.2,1.0,1024,16,openvino_auto,OpenVINO AUTO,GPU.0,GPU.0,GPU.0,1,3.64777375664562,301,3862,42,1800.7164177971536,47.41824445026825,577.547908,11.079561999999997,29.930676,27.70332950457159,3920.1578690450588,18.851114000000003,27.2820857,261.21397,4.913939823173772,1.035155769037676,12.466150956991843,18.736767384684104,5.750876578719547,1.080839726110238,0.31920240043252035,4.903317235352802,7.691846905336532,3.248907308708361,0.0,0.9646516653823695,0.050246894887919,1.1726512263422912,1.4554999232722063,0.11682061889359877,0.0,2.8684484316811645,0.6657064737172367,6.39018249529675,9.589420556075366,2.3851486511175866,0.0
llama32_1b_int8,Llama 3.2,1.0,1024,16,openvino_auto,OpenVINO AUTO,GPU.0,GPU.0,GPU.0,2,3.64777375664562,301,3862,42,1862.152639642012,51.070785323943674,558.493422,8.3932655,27.199674,28.648502148338643,3867.3115000712523,18.8064085,20.16334925,264.783429,4.5439223113232865,1.036025148651577,11.999075302607023,18.231017415760405,5.66912765519856,0.9681751241759914,0.3217638764298128,4.667668751448581,7.438629939239017,3.128232988548179,0.0,0.8043087887233664,0.049572963581365925,1.0019917487142802,1.2860253666918524,0.11926721956644505,0.0,2.771438398423929,0.6646883086403983,6.3294148024441625,9.506362109829537,2.421627447083936,0.0
llama32_1b_int8,Llama 3.2,1.0,2048,16,gpu_gpu,iGPU -> iGPU,GPU,GPU,GPU.0,0,0.9263889649882913,78,62,42,2499.2358441102224,47.038205816823556,825.852432,25.479837000000003,44.59554,19.373921272172264,4039.7447924365906,19.115702999999996,21.151089150000004,506.96271800000005,5.832855200029027,1.326009747951041,17.909863991416557,26.58924240542516,9.77934736180752,1.5290381569398066,0.5850644887903542,9.644828212484182,14.761180456927177,7.08426933311994,0.0,1.409623362567891,0.05730510263216197,1.6574544632984802,2.0640374055535067,0.14755154454520972,0.0,2.8941936805213286,0.6836401565285248,6.607581315633894,9.764024542944478,2.547526484142372,0.0
llama32_1b_int8,Llama 3.2,1.0,2048,16,gpu_gpu,iGPU -> iGPU,GPU,GPU,GPU.0,1,0.9263889649882913,78,62,42,2411.5269783803087,49.370057160388875,855.8892430000001,11.1226,30.187937,18.69400758434348,3709.7325625356802,19.065337000000003,21.0000635,552.0613589999999,6.406459788760483,1.3773021542077621,18.65823747001719,27.67799756670073,9.86101276304203,2.6291293563273044,0.6415013044781119,10.982545370147633,16.57148087496223,7.2059418459177875,0.0,0.9155828846287015,0.052433819703007076,1.1345496469974425,1.4197285648511648,0.11798009130896239,0.0,2.8617475478044767,0.6833670300266431,6.5411424528721165,9.686788126887333,2.5370908258152793,0.0
llama32_1b_int8,Llama 3.2,1.0,2048,16,gpu_gpu,iGPU -> iGPU,GPU,GPU,GPU.0,2,0.9263889649882913,78,62,42,2427.9887018721706,50.304158055181695,850.086328,8.356150999999999,27.44187,18.821617843970312,3710.8155498870033,19.085719,20.173356150000004,551.9002419999999,5.8707971089068325,1.3758263118401013,18.146497850346556,27.20807276405998,9.878846663519754,2.0891814022288937,0.6421340203097672,10.445966186766958,16.062874585270915,7.217783176332634,0.0,0.842806743351486,0.05225662261446877,1.0486795239153213,1.341227981413312,0.1159097228767463,0.0,2.9388089633264527,0.6814356689158654,6.651852139664276,9.803970197375753,2.5451537643103745,0.0
llama32_1b_int8,Llama 3.2,1.0,2048,16,gpu_npu,iGPU -> NPU,GPU,NPU,NPU,0,2.5453991973772645,90,77,42,261.09566931502417,2.2486219237341385,7905.148351999999,271.09923549999996,695.67733,2.023997436550575,1659.1110226820779,424.5780945,436.9745024,1234.395994,6.710169419263683,9.054643112945065,62.38701554894765,120.91534786356799,13.463254530552101,3.0848182190234286,1.5223966319842657,19.57232410361749,33.142237404445424,13.463254530552101,0.00450665752889668,3.6253512002402544,0.5790623233883572,5.9074791156357715,10.129837355000317,0.0,0.711259342028581,0.0,6.953184157572442,36.90721232969439,77.64327310412224,0.0,0.9906262218068335
llama32_1b_int8,Llama 3.2,1.0,2048,16,gpu_npu,iGPU -> NPU,GPU,NPU,NPU,1,2.5453991973772645,90,2629,677,270.53318837165455,2.352734888675549,7629.378164000001,61.25908599999996,484.62726499999997,2.097156499005074,1633.4093412083357,423.368179,424.71060780000005,1253.8192040000001,2.5353926316195667,8.841422727015201,54.734830269005556,108.70242705005967,13.491334836029546,1.2955327593562118,1.5295759532131608,17.759743841468712,31.106872797664142,13.468280697902827,0.0033346115505820564,1.239859872263355,0.4913682835438019,3.3730894656575603,6.128644896528708,0.023054138126719807,0.9406548762789895,0.0,6.820478490258239,33.60199696187929,71.46690935586682,0.0,0.9964800652810829
llama32_1b_int8,Llama 3.2,1.0,2048,16,gpu_npu,iGPU -> NPU,GPU,NPU,NPU,2,2.5453991973772645,90,62,62,269.65035283756504,2.3348161437797113,7654.356756,67.01078250000003,490.969545,2.090312812694303,1665.219320316553,423.9587625,424.29067069999996,1229.868027,8.61748903222495,8.936508971540258,64.43215848399889,115.23947117847025,13.391150947929603,3.333502852177473,1.5217302442605147,19.722123132896535,33.04728088490554,13.367987816397305,0.0033621493601117903,2.1399565176531645,0.5105732213977197,4.367161610078027,7.141884072285609,0.02316313153229787,0.9451889729738735,3.1440296623943134,6.9042055058820235,40.342873741024334,75.0503062212791,0.0,0.9972810092122895
llama32_1b_int8,Llama 3.2,1.0,2048,16,npu_gpu,NPU -> iGPU,NPU,GPU,NPU,0,3.0532968305051327,78,220,42,311.95307854256913,2.890167544868063,6616.379648000001,33.672650999999995,377.214502,2.4182409189346443,1435.8134780561343,343.541851,344.83567825,1426.369115,13.214389146145434,7.144694878119375,81.18742901027177,141.19484546974348,41.84545045193081,0.0,1.5938825811518609,14.558402961035748,23.458926427935207,0.0,0.9856775397159381,2.478579195571898,0.3815349052903018,5.980033078311317,9.588581381018777,2.7102184176230653,0.014636234743700283,10.735809950573536,5.169277391677213,60.6489929709247,108.1473376607895,39.13523203430774,0.016071530873484466
llama32_1b_int8,Llama 3.2,1.0,2048,16,npu_gpu,NPU -> iGPU,NPU,GPU,NPU,1,3.0532968305051327,78,220,42,311.0753483310109,2.8814564782341243,6635.048424999999,19.078226000000033,364.97884600000003,2.4114368087675264,1432.8213921034207,345.90062,347.17273819999997,1429.3477269999998,14.09138555392094,7.135598517589196,83.11985715715846,141.44813161104162,42.01057927491993,0.2420032157132468,1.5910103919988958,15.687710211374828,23.449846264979236,0.0,0.9857923116842793,2.677900484027201,0.37622056682749083,6.225321782496067,9.729322967137811,2.7701185102104433,0.015083065937470799,11.171481854180492,5.168367558762809,61.20682516328757,108.26896237892458,39.24046076470948,0.01601682607893828
llama32_1b_int8,Llama 3.2,1.0,2048,16,npu_gpu,NPU -> iGPU,NPU,GPU,NPU,2,3.0532968305051327,78,220,42,310.02767904437223,2.869178537551115,6657.4700889999995,28.149330999999943,374.843328,2.403315341429242,1432.6759001187359,346.693997,347.44109030000004,1429.4928810000001,13.255062828434006,7.16278246298382,81.73232584771189,143.547332044418,41.66556359079202,0.0,1.594536871409336,15.098025062237484,24.34533270590014,0.0,0.9857404809279354,2.426589582971455,0.3803722419426058,5.944790410073388,9.586144171075004,2.7292042803693524,0.01480618590602205,10.82847324546255,5.187873349631879,60.689510375401014,109.61585516744286,38.93635931042267,0.015955463400486286
llama32_1b_int8,Llama 3.2,1.0,2048,16,npu_npu,NPU -> NPU,NPU,NPU,NPU,0,37.31754811760038,78,220,42,257.6765743166754,2.2774180551676513,8010.0412910000005,178.23153449999995,602.580279,1.9974928241602743,1438.570713237726,424.34874450000007,439.97973099999996,1423.635266,5.240652994449009,9.108883143251326,59.69616620786657,108.65934845938523,0.0,0.23251194201796288,1.597361111466196,15.629941157048105,24.244677969365917,0.0,0.9873519106824374,3.4551166717148583,0.552028403970258,6.143487880904962,10.003648860148756,0.0,0.7253506548958932,1.553024380716188,6.959493627814872,37.9227371699135,74.41102162987056,0.0,0.9906105644808328
llama32_1b_int8,Llama 3.2,1.0,2048,16,npu_npu,NPU -> NPU,NPU,NPU,NPU,1,37.31754811760038,78,220,42,263.71085546828317,2.3484994305787574,7826.754027,27.405574499999975,451.58689699999996,2.0442701974285513,1422.5216324021133,424.1813225,424.48525655000003,1439.696911,1.8675195726201945,9.044534963304898,53.27209770664489,103.26478887913437,0.0,0.0,1.6056562260293643,14.269477900478744,23.241593529977393,0.0,0.9785254029762935,1.8675195726201945,0.5049138729497291,4.480748543166381,7.547144850750741,0.0,0.9363734926967999,0.0,6.933964864325803,34.52187126299977,72.47605049840624,0.0,0.9972800438037207
llama32_1b_int8,Llama 3.2,1.0,2048,16,npu_npu,NPU -> NPU,NPU,NPU,NPU,2,37.31754811760038,78,220,42,264.0987138437804,2.346893317431936,7815.259567,25.631639500000027,449.97319400000003,2.0472768515021733,1438.3725256497587,424.3415545,425.6856833,1423.831423,1.9527242170806296,9.017172102342537,52.08640157677752,102.07416700708352,0.0,0.0,1.5857864064543725,14.137181049470403,23.086427129690275,0.0,0.9865739562344242,1.9527242170806296,0.5041543316827586,4.579074874913207,7.6478048425843665,0.0,0.93784475525891,0.0,6.927231364205406,33.37014565239391,71.33993503480887,0.0,0.9962155818416161
